age_group,gender,id_drug,name_drug,coadmin,inter,patient,patient-inter,patient.coad
25-29,Male,DB00476,Duloxetine,7555,97,807,31,676
25-29,Male,DB01066,Cefditoren,1679,0,951,0,703
25-29,Male,DB13124,Troxerutin,1289,0,716,0,440
25-29,Male,DB00924,Cyclobenzaprine,12009,0,8268,0,6817
25-29,Male,DB06736,Aceclofenac,3700,0,3244,0,1772
25-29,Male,DB00822,Disulfiram,8197,10,1241,8,985
25-29,Male,DB00697,Tizanidine,3357,25,1292,17,1022
25-29,Male,DB01190,Clindamycin,7403,0,4749,0,3159
25-29,Male,DB00918,Almotriptan,851,23,306,16,215
25-29,Male,DB00938,Salmeterol,29811,32,2859,11,2665
25-29,Male,DB13867,Fluticasone,34075,0,4706,0,4126
25-29,Male,DB00967,Desloratadine,10222,0,5331,0,3528
25-29,Male,DB00254,Doxycycline,5117,315,5948,288,2756
25-29,Male,DB00557,Hydroxyzine,7522,0,5711,0,3212
25-29,Male,DB00426,Famciclovir,728,0,877,0,414
25-29,Male,DB01026,Ketoconazole,340,33,627,26,192
25-29,Male,DB00514,Dextromethorphan,13849,57,9057,54,7080
25-29,Male,DB14585,Plantago ovata seed,9085,0,3107,0,1970
25-29,Male,DB09213,Dexibuprofen,1334,0,1173,0,692
25-29,Male,DB13810,Dimemorfan,3486,0,2332,0,1769
25-29,Male,DB01306,Insulin aspart,20348,91,1525,37,1350
25-29,Male,DB00030,Insulin human,2516,0,401,0,286
25-29,Male,DB00040,Glucagon,3063,0,903,0,798
25-29,Male,DB02703,Fusidic acid,522,2,672,2,290
25-29,Male,DB01241,Gemfibrozil,5095,172,862,42,504
25-29,Male,DB00953,Rizatriptan,1955,90,762,59,550
25-29,Male,DB01059,Norfloxacin,1982,0,2341,0,1081
25-29,Male,DB04861,Nebivolol,1420,0,136,0,106
25-29,Male,DB00996,Gabapentin,16275,55,2279,6,1752
25-29,Male,DB12942,Lactitol,2799,0,535,0,383
25-29,Male,DB13256,Clothiapine,11187,0,482,0,458
25-29,Male,DB00591,Fluocinolone acetonide,3008,0,2490,0,1516
25-29,Male,DB00734,Risperidone,40382,1948,2329,289,1956
25-29,Male,DB11614,Rupatadine,8819,0,4034,0,2803
25-29,Male,DB00669,Sumatriptan,1687,39,750,30,522
25-29,Male,DB00993,Azathioprine,8610,1841,725,203,607
25-29,Male,DB01104,Sertraline,23679,640,3150,95,2347
25-29,Male,DB00115,Cyanocobalamin,2995,0,879,0,557
25-29,Male,DB01267,Paliperidone,12080,0,780,0,648
25-29,Male,DB01321,Josamycin,501,11,356,8,230
25-29,Male,DB11591,Bilastine,5903,0,3112,0,2028
25-29,Male,DB00302,Tranexamic acid,695,0,410,0,262
25-29,Male,DB00443,Betamethasone,294,0,204,0,132
25-29,Male,DB00671,Cefixime,4301,0,2651,0,2115
25-29,Male,DB00477,Chlorpromazine,2500,48,132,7,104
25-29,Male,DB00273,Topiramate,32816,1120,2012,96,1698
25-29,Male,DB00909,Zonisamide,4078,0,187,0,171
25-29,Male,DB00304,Desogestrel,37,0,48,0,18
25-29,Male,DB01224,Quetiapine,35244,58,2213,16,1962
25-29,Male,DB00047,Insulin glargine,27629,0,1989,0,1838
25-29,Male,DB00258,Calcium acetate,1311,0,53,0,52
25-29,Male,DB00381,Amlodipine,8986,1,651,1,562
25-29,Male,DB00218,Moxifloxacin,3617,7,1715,7,1302
25-29,Male,DB00916,Metronidazole,8547,20,4321,20,3483
25-29,Male,DB06725,Lornoxicam,1472,0,915,0,616
25-29,Male,DB01017,Minocycline,1366,86,1502,79,543
25-29,Male,DB00741,Hydrocortisone,7197,89,2461,18,1557
25-29,Male,DB00696,Ergotamine,598,32,321,29,205
25-29,Male,DB12554,Mebeverine,656,0,615,0,291
25-29,Male,DB00646,Nystatin,5137,0,3443,0,2011
25-29,Male,DB00983,Formoterol,47957,29,6958,17,6433
25-29,Male,DB00394,Beclomethasone dipropionate,13956,0,2380,0,2215
25-29,Male,DB01225,Enoxaparin,14560,0,7710,0,5522
25-29,Male,DB00331,Metformin,8631,3,916,1,751
25-29,Male,DB01068,Clonazepam,44503,1873,3121,481,2711
25-29,Male,DB00158,Folic acid,8449,51,1543,11,1149
25-29,Male,DB00951,Isoniazid,3073,106,884,91,644
25-29,Male,DB01045,Rifampicin,3168,151,642,68,599
25-29,Male,DB00423,Methocarbamol,2462,0,1774,0,1415
25-29,Male,DB09119,Eslicarbazepine acetate,3618,0,159,0,132
25-29,Male,DB00437,Allopurinol,6344,60,686,6,507
25-29,Male,DB01039,Fenofibrate,3024,233,498,62,334
25-29,Male,DB00641,Simvastatin,11535,234,1695,81,1173
25-29,Male,DB00814,Meloxicam,741,0,494,0,284
25-29,Male,DB00471,Montelukast,16533,0,1402,0,1222
25-29,Male,DB00624,Testosterone,5086,19,568,3,363
25-29,Male,DB00620,Triamcinolone,3335,6,1788,5,1317
25-29,Male,DB01112,Cefuroxime,6231,2,4061,2,2779
25-29,Male,DB08995,Diosmin,2644,0,1613,0,1166
25-29,Male,DB00349,Clobazam,11896,0,303,0,282
25-29,Male,DB01137,Levofloxacin,9345,39,4460,32,3322
25-29,Male,DB13257,Ferrous sulfate anhydrous,5853,0,1655,0,1004
25-29,Male,DB09126,Chorionic Gonadotropin (Human),88,0,21,0,16
25-29,Male,DB13643,Loprazolam,326,0,54,0,40
25-29,Male,DB00982,Isotretinoin,492,2,559,2,163
25-29,Male,DB01203,Nadolol,321,17,132,16,92
25-29,Male,DB00321,Amitriptyline,7435,197,2096,83,1444
25-29,Male,DB00656,Trazodone,9789,5,940,2,792
25-29,Male,DB12472,Levodropropizine,2258,0,1399,0,1100
25-29,Male,DB00736,Esomeprazole,4464,5,1416,2,1086
25-29,Male,DB00502,Haloperidol,8454,1214,466,190,414
25-29,Male,DB01029,Irbesartan,1109,0,115,0,100
25-29,Male,DB00758,Clopidogrel,1076,0,100,0,84
25-29,Male,DB00364,Sucralfate,855,24,373,16,265
25-29,Male,DB00230,Pregabalin,19094,0,2680,0,1992
25-29,Male,DB00850,Perphenazine,1978,0,122,0,108
25-29,Male,DB00178,Ramipril,4127,66,386,3,273
25-29,Male,DB00091,Cyclosporine,2340,523,243,103,168
25-29,Male,DB00461,Nabumetone,140,0,113,0,65
25-29,Male,DB00121,Biotin,294,0,270,0,109
25-29,Male,DB09323,Benzylpenicillin benzathine hydrate,891,0,836,0,420
25-29,Male,DB00776,Oxcarbazepine,16911,37,986,8,853
25-29,Male,DB00136,Calcitriol,1898,0,98,0,90
25-29,Male,DB06724,Calcium carbonate,940,0,123,0,100
25-29,Male,DB09301,Chondroitin sulfate,3556,0,3246,0,1327
25-29,Male,DB00448,Lansoprazole,5181,22,1802,14,1358
25-29,Male,DB00176,Fluvoxamine,7165,1031,435,121,366
25-29,Male,DB01403,Methotrimeprazine,16723,11,552,9,526
25-29,Male,DB00391,Sulpiride,4170,0,2007,0,1030
25-29,Male,DB00343,Diltiazem,765,38,62,15,57
25-29,Male,DB01592,Iron,855,20,366,14,214
25-29,Male,DB00722,Lisinopril,1935,14,382,1,267
25-29,Male,DB00169,Cholecalciferol,1298,0,262,0,150
25-29,Male,DB00630,Alendronic acid,1052,22,135,20,112
25-29,Male,DB00162,Vitamin A,814,0,467,0,308
25-29,Male,DB09085,Tetracaine,1192,0,171,0,119
25-29,Male,DB11251,Tocopherol,1346,0,245,0,177
25-29,Male,DB01220,Rifaximin,1192,0,693,0,493
25-29,Male,DB00808,Indapamide,667,0,80,0,60
25-29,Male,DB00790,Perindopril,192,0,36,0,25
25-29,Male,DB01296,Glucosamine,864,0,636,0,326
25-29,Male,DB00330,Ethambutol,1363,0,249,0,224
25-29,Male,DB01234,Dexamethasone,2045,28,607,13,505
25-29,Male,DB00283,Clemastine,114,0,129,0,68
25-29,Male,DB00608,Chloroquine,261,0,105,0,50
25-29,Male,DB00904,Ondansetron,642,0,162,0,125
25-29,Male,DB00999,Hydrochlorothiazide,4452,5,763,5,607
25-29,Male,DB00678,Losartan,5231,45,388,9,300
25-29,Male,DB01197,Captopril,625,4,77,2,62
25-29,Male,DB03312,Brivudine,389,0,430,0,221
25-29,Male,DB00563,Methotrexate,3308,939,512,231,441
25-29,Male,DB01587,Ketazolam,2803,166,588,70,443
25-29,Male,DB01165,Ofloxacin,315,0,276,0,172
25-29,Male,DB00643,Mebendazole,720,0,1096,0,385
25-29,Male,DB00459,Acitretin,275,3,128,3,58
25-29,Male,DB01129,Rabeprazole,3147,2,1274,2,1001
25-29,Male,DB00328,Indomethacin,3112,206,1230,53,814
25-29,Male,DB01200,Bromocriptine,130,0,10,0,8
25-29,Male,DB01348,Spirapril,17,0,3,0,3
25-29,Male,DB01356,Lithium cation,10671,834,525,159,473
25-29,Male,DB09069,Trimetazidine,603,0,460,0,241
25-29,Male,DB09089,Trimebutine,517,0,279,0,166
25-29,Male,DB00920,Ketotifen,289,0,92,0,70
25-29,Male,DB00806,Pentoxifylline,506,2,225,1,131
25-29,Male,DB01212,Ceftriaxone,822,0,671,0,553
25-29,Male,DB00567,Cephalexin,136,0,135,0,73
25-29,Male,DB00783,Estradiol,1065,2,143,2,135
25-29,Male,DB09116,Calcium carbimide,1659,0,202,0,168
25-29,Male,DB00017,Salmon calcitonin,266,0,185,0,84
25-29,Male,DB13365,Calcium lactate gluconate,1283,0,128,0,108
25-29,Male,DB00759,Tetracycline,812,4,280,4,265
25-29,Male,DB09275,Bismuth subcitrate potassium,978,0,315,0,313
25-29,Male,DB00126,Ascorbic acid,17,0,3,0,2
25-29,Male,DB01242,Clomipramine,13759,823,877,139,767
25-29,Male,DB06204,Tapentadol,269,0,61,0,45
25-29,Male,DB06230,Nalmefene,228,0,75,0,57
25-29,Male,DB00704,Naltrexone,1939,13,251,10,212
25-29,Male,DB00972,Azelastine,1575,0,953,0,723
25-29,Male,DB13529,Dobesilic acid,146,0,107,0,58
25-29,Male,DB00911,Tinidazole,141,0,185,0,65
25-29,Male,DB00289,Atomoxetine,1408,20,133,10,96
25-29,Male,DB01432,Cholestyramine,640,34,161,12,96
25-29,Male,DB00647,Dextropropoxyphene,185,7,54,5,41
25-29,Male,DB00706,Tamsulosin,3106,0,787,0,609
25-29,Male,DB06228,Rivaroxaban,474,0,76,0,57
25-29,Male,DB01174,Phenobarbital,8028,92,197,29,181
25-29,Male,DB01106,Levocabastine,343,0,245,0,186
25-29,Male,DB01261,Sitagliptin,1269,0,76,0,70
25-29,Male,DB00252,Phenytoin,4057,840,176,84,147
25-29,Male,DB00248,Cabergoline,622,0,73,0,52
25-29,Male,DB01100,Pimozide,1370,63,84,14,70
25-29,Male,DB13025,Tiapride,724,0,63,0,55
25-29,Male,DB00246,Ziprasidone,3580,124,196,11,178
25-29,Male,DB00833,Cefaclor,134,0,59,0,32
25-29,Male,DB13416,Sulbutiamine,198,0,91,0,51
25-29,Male,DB00177,Valsartan,3934,1,336,1,268
25-29,Male,DB01136,Carvedilol,4497,176,155,50,139
25-29,Male,DB00175,Pravastatin,1542,98,179,22,145
25-29,Male,DB00661,Verapamil,981,54,142,11,114
25-29,Male,DB01076,Atorvastatin,8079,444,776,88,597
25-29,Male,DB01216,Finasteride,272,0,169,0,76
25-29,Male,DB01381,Ginkgo biloba,183,1,128,1,67
25-29,Male,DB00966,Telmisartan,1127,11,120,4,97
25-29,Male,DB00622,Nicardipine,110,0,48,0,29
25-29,Male,DB14360,Saw palmetto,732,0,487,0,249
25-29,Male,DB00813,Fentanyl,1364,6,125,6,113
25-29,Male,DB01394,Colchicine,1267,38,273,9,222
25-29,Male,DB08883,Perampanel,2709,0,85,0,81
25-29,Male,DB13511,Clebopride,534,0,497,0,284
25-29,Male,DB01624,Zuclopenthixol,4727,0,160,0,153
25-29,Male,DB00810,Biperiden,28564,798,1087,134,1045
25-29,Male,DB06470,Clomethiazole,1860,0,374,0,252
25-29,Male,DB09210,Piracetam,663,0,54,0,44
25-29,Male,DB06218,Lacosamide,7545,0,183,0,176
25-29,Male,DB06700,Desvenlafaxine,843,0,116,0,96
25-29,Male,DB00046,Insulin lispro,8765,0,715,0,629
25-29,Male,DB01309,Insulin glulisine,3258,17,303,9,278
25-29,Male,DB00921,Buprenorphine,473,3,87,1,62
25-29,Male,DB00216,Eletriptan,315,32,58,4,40
25-29,Male,DB00497,Oxycodone,1152,59,66,8,56
25-29,Male,DB01183,Naloxone,545,0,21,0,21
25-29,Male,DB01098,Rosuvastatin,1217,9,126,4,96
25-29,Male,DB01140,Cefadroxil,173,0,164,0,89
25-29,Male,DB09017,Brotizolam,101,0,12,0,9
25-29,Male,DB01115,Nifedipine,1088,105,139,12,96
25-29,Male,DB00687,Fludrocortisone,1134,1,58,1,51
25-29,Male,DB01003,Cromoglicic acid,81,0,32,0,25
25-29,Male,DB06207,Silodosin,199,0,43,0,31
25-29,Male,DB00650,Leucovorin,3007,200,270,101,248
25-29,Male,DB00281,Lidocaine,694,3,192,1,85
25-29,Male,DB00884,Risedronic acid,665,0,99,0,83
25-29,Male,DB08893,Mirabegron,313,0,38,0,26
25-29,Male,DB09090,Pinaverium,293,0,133,0,70
25-29,Male,DB00389,Carbimazole,181,0,46,0,33
25-29,Male,DB00658,Sevelamer,804,5,46,4,42
25-29,Male,DB00234,Reboxetine,1107,0,88,0,82
25-29,Male,DB06288,Amisulpride,6705,0,336,0,307
25-29,Male,DB00761,Potassium chloride,218,0,55,0,36
25-29,Male,DB00310,Chlorthalidone,272,4,38,1,32
25-29,Male,DB01409,Tiotropium,1576,0,216,0,194
25-29,Male,DB00583,Levocarnitine,1220,0,44,0,33
25-29,Male,DB00801,Halazepam,485,23,101,9,80
25-29,Male,DB01328,Cefonicid,254,0,89,0,80
25-29,Male,DB01416,Cefpodoxime,225,0,168,0,118
25-29,Male,DB13287,Miocamycin,318,0,250,0,160
25-29,Male,DB01156,Bupropion,2784,2,504,1,358
25-29,Male,DB06216,Asenapine,1065,0,99,0,85
25-29,Male,DB13363,Oxaceprol,3,0,8,0,3
25-29,Male,DB11348,Calcium Phosphate,200,0,10,0,8
25-29,Male,DB00492,Fosinopril,63,0,12,0,10
25-29,Male,DB01162,Terazosin,61,0,25,0,20
25-29,Male,DB06779,Dalteparin,522,0,276,0,197
25-29,Male,DB00927,Famotidine,132,0,54,0,45
25-29,Male,DB01097,Leflunomide,675,0,52,0,45
25-29,Male,DB00973,Ezetimibe,1648,4,165,2,149
25-29,Male,DB13919,Candesartan,1251,0,145,0,113
25-29,Male,DB06655,Liraglutide,563,0,16,0,13
25-29,Male,DB09038,Empagliflozin,36,0,7,0,6
25-29,Male,DB00277,Theophylline,648,6,110,6,99
25-29,Male,DB01120,Gliclazide,957,12,121,12,111
25-29,Male,DB01586,Ursodeoxycholic acid,1357,21,134,9,101
25-29,Male,DB11098,Potassium bicarbonate,926,0,135,0,89
25-29,Male,DB00615,Rifabutin,112,2,8,2,8
25-29,Male,DB11994,Diacerein,369,0,146,0,88
25-29,Male,DB00214,Torasemide,1560,19,111,16,91
25-29,Male,DB00390,Digoxin,894,237,52,34,49
25-29,Male,DB00421,Spironolactone,2062,302,120,37,110
25-29,Male,DB09564,Insulin degludec,900,0,142,0,126
25-29,Male,DB01053,Benzylpenicillin,48,0,40,0,23
25-29,Male,DB00035,Desmopressin,3217,0,145,0,115
25-29,Male,DB01095,Fluvastatin,747,3,82,2,63
25-29,Male,DB08860,Pitavastatin,152,0,26,0,18
25-29,Male,DB08814,Triflusal,215,0,68,0,57
25-29,Male,DB00320,Dihydroergotamine,392,20,215,19,140
25-29,Male,DB00181,Baclofen,7358,0,269,0,231
25-29,Male,DB08938,Magaldrate,385,0,232,0,154
25-29,Male,DB00690,Flurazepam,920,31,91,16,85
25-29,Male,DB00977,Ethinylestradiol,88,3,21,3,20
25-29,Male,DB01395,Drospirenone,39,0,12,0,12
25-29,Male,DB06702,Fesoterodine,361,0,53,0,34
25-29,Male,DB00346,Alfuzosin,952,0,63,0,49
25-29,Male,DB00795,Sulfasalazine,1147,12,147,4,116
25-29,Male,DB00339,Pyrazinamide,1302,0,221,0,215
25-29,Male,DB00388,Phenylephrine,139,0,99,0,74
25-29,Male,DB13490,Hidrosmin,927,0,556,0,402
25-29,Male,DB01016,Glyburide,295,12,74,9,62
25-29,Male,DB00275,Olmesartan,1755,0,207,0,155
25-29,Male,DB01020,Isosorbide mononitrate,225,0,11,0,11
25-29,Male,DB11156,Pyrantel,80,0,141,0,43
25-29,Male,DB00770,Alprostadil,214,0,77,0,38
25-29,Male,DB01024,Mycophenolic acid,11670,0,249,0,240
25-29,Male,DB09082,Vilanterol,1255,0,129,0,129
25-29,Male,DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),150,0,153,0,66
25-29,Male,DB01023,Felodipine,36,0,12,0,9
25-29,Male,DB01307,Insulin detemir,2353,8,194,4,178
25-29,Male,DB00528,Lercanidipine,1019,0,51,0,45
25-29,Male,DB09026,Aliskiren,91,0,18,0,14
25-29,Male,DB00889,Granisetron,83,0,17,0,11
25-29,Male,DB09238,Manidipine,1802,0,89,0,77
25-29,Male,DB00659,Acamprosate,162,0,30,0,24
25-29,Male,DB04839,Cyproterone acetate,1413,0,146,0,137
25-29,Male,DB00950,Fexofenadine,678,0,305,0,195
25-29,Male,DB08985,Etilefrine,301,0,117,0,63
25-29,Male,DB00400,Griseofulvin,47,3,63,1,28
25-29,Male,DB01611,Hydroxychloroquine,1342,12,97,7,81
25-29,Male,DB00351,Megestrol acetate,325,0,57,0,38
25-29,Male,DB00540,Nortriptyline,356,19,33,7,28
25-29,Male,DB00683,Midazolam,1665,88,181,27,157
25-29,Male,DB13434,Fenticonazole,87,0,73,0,41
25-29,Male,DB01591,Solifenacin,691,2,151,2,93
25-29,Male,DB00695,Furosemide,6088,174,324,57,281
25-29,Male,DB01118,Amiodarone,825,126,54,21,49
25-29,Male,DB00363,Clozapine,2462,603,123,66,114
25-29,Male,DB01005,Hydroxyurea,359,0,25,0,22
25-29,Male,DB01217,Anastrozole,22,0,9,0,6
25-29,Male,DB00553,Methoxsalen,33,0,29,0,13
25-29,Male,DB00227,Lovastatin,342,4,47,2,36
25-29,Male,DB00395,Carisoprodol,105,0,74,0,57
25-29,Male,DB01627,Lincomycin,53,0,45,0,26
25-29,Male,DB01544,Flunitrazepam,1458,8,89,2,83
25-29,Male,DB00698,Nitrofurantoin,287,0,113,0,67
25-29,Male,DB12523,Mizolastine,442,0,228,0,133
25-29,Male,DB06695,Dabigatran etexilate,147,0,71,0,47
25-29,Male,DB00590,Doxazosin,3501,0,168,0,151
25-29,Male,DB00513,Aminocaproic acid,105,0,59,0,39
25-29,Male,DB00295,Morphine,525,0,68,0,66
25-29,Male,DB00268,Ropinirole,50,0,22,0,12
25-29,Male,DB00778,Roxithromycin,100,0,66,0,42
25-29,Male,DB05039,Indacaterol,253,0,61,0,52
25-29,Male,DB06201,Rufinamide,696,0,13,0,13
25-29,Male,DB06153,Pizotifen,4,0,4,0,1
25-29,Male,DB00458,Imipramine,809,27,94,13,81
25-29,Male,DB01198,Zopiclone,518,0,62,0,52
25-29,Male,DB14719,Bentazepam,113,0,34,0,25
25-29,Male,DB04552,Niflumic acid,183,0,142,0,89
25-29,Male,DB01698,Rutin,73,0,66,0,38
25-29,Male,DB01077,Etidronic acid,55,0,5,0,5
25-29,Male,DB00066,Follitropin,40,0,14,0,9
25-29,Male,DB00745,Modafinil,352,0,55,0,25
25-29,Male,DB01255,Lisdexamfetamine,208,0,60,0,38
25-29,Male,DB00726,Trimipramine,33,2,4,2,4
25-29,Male,DB09481,Magnesium carbonate,281,0,7,0,7
25-29,Male,DB04876,Vildagliptin,521,0,32,0,31
25-29,Male,DB01132,Pioglitazone,322,10,16,1,16
25-29,Male,DB01142,Doxepin,178,11,22,2,19
25-29,Male,DB13412,Pirisudanol,121,0,32,0,20
25-29,Male,DB00531,Cyclophosphamide,149,11,10,2,10
25-29,Male,DB09267,Strontium ranelate,47,0,41,0,19
25-29,Male,DB01608,Periciazine,2567,0,69,0,65
25-29,Male,DB11728,Fondaparinux,84,0,26,0,24
25-29,Male,DB01009,Ketoprofen,169,0,116,0,81
25-29,Male,DB00469,Tenoxicam,23,0,25,0,17
25-29,Male,DB00682,Warfarin,395,112,59,32,50
25-29,Male,DB06822,Tinzaparin,465,0,142,0,100
25-29,Male,DB00412,Rosiglitazone,53,0,10,0,9
25-29,Male,DB00675,Tamoxifen,167,0,84,0,38
25-29,Male,DB00493,Cefotaxime,1,0,4,0,1
25-29,Male,DB01071,Mequitazine,194,0,76,0,40
25-29,Male,DB00976,Telithromycin,26,0,18,0,16
25-29,Male,DB11604,Tetanus immune globulin,15,0,11,0,6
25-29,Male,DB00860,Prednisolone,110,0,74,0,51
25-29,Male,DB01126,Dutasteride,195,0,44,0,30
25-29,Male,DB01062,Oxybutynin,1709,12,145,3,105
25-29,Male,DB01589,Quazepam,137,0,9,0,6
25-29,Male,DB04165,Valpromide,709,0,52,0,49
25-29,Male,DB00798,Gentamicin,75,3,33,3,25
25-29,Male,DB00912,Repaglinide,442,1,48,1,39
25-29,Male,DB01621,Pipotiazine,403,0,18,0,16
25-29,Male,DB06148,Mianserin,210,0,50,0,38
25-29,Male,DB00165,Pyridoxine,1068,0,161,0,119
25-29,Male,DB01171,Moclobemide,72,4,10,4,8
25-29,Male,DB00623,Fluphenazine,638,0,67,0,62
25-29,Male,DB00489,Sotalol,220,5,21,5,15
25-29,Male,DB01036,Tolterodine,347,2,97,2,58
25-29,Male,DB06174,Noscapine,48,0,25,0,18
25-29,Male,DB00518,Albendazole,44,0,38,0,17
25-29,Male,DB01415,Ceftibuten,111,0,62,0,47
25-29,Male,DB01033,Mercaptopurine,407,63,53,10,40
25-29,Male,DB00376,Trihexyphenidyl,1185,45,45,11,41
25-29,Male,DB00710,Ibandronate,179,0,25,0,19
25-29,Male,DB01559,Clotiazepam,164,0,32,0,24
25-29,Male,DB08816,Ticagrelor,175,0,7,0,7
25-29,Male,DB00627,Niacin,5,0,4,0,2
25-29,Male,DB01022,Phylloquinone,114,0,24,0,18
25-29,Male,DB13823,Pipemidic acid,69,0,36,0,17
25-29,Male,DB06285,Teriparatide,11,0,9,0,5
25-29,Male,DB00393,Nimodipine,173,1,41,1,26
25-29,Male,DB00222,Glimepiride,453,15,28,2,22
25-29,Male,DB12153,Citicoline,629,0,49,0,40
25-29,Male,DB13587,Mesterolone,108,0,29,0,16
25-29,Male,DB06718,Stanozolol,41,0,16,0,9
25-29,Male,DB09289,Tianeptine,30,0,11,0,10
25-29,Male,DB01421,Paromomycin,32,0,30,0,19
25-29,Male,DB01410,Ciclesonide,279,0,86,0,63
25-29,Male,DB00575,Clonidine,706,27,30,5,27
25-29,Male,DB00794,Primidone,658,22,20,3,18
25-29,Male,DB00415,Ampicillin,52,1,43,1,22
25-29,Male,DB01182,Propafenone,94,3,20,3,17
25-29,Male,DB00784,Mefenamic acid,19,0,6,0,4
25-29,Male,DB00479,Amikacin,1,0,4,0,1
25-29,Male,DB12487,Promestriene,100,0,46,0,35
25-29,Male,DB13345,Dihydroergocristine,66,0,37,0,22
25-29,Male,DB01609,Deferasirox,49,0,3,0,3
25-29,Male,DB00501,Cimetidine,41,5,15,3,11
25-29,Male,DB00699,Nicergoline,10,0,4,0,4
25-29,Male,DB13315,Sobrerol,3,0,3,0,3
25-29,Male,DB13742,Elcatonin,6,0,5,0,2
25-29,Male,DB09068,Vortioxetine,271,0,69,0,57
25-29,Male,DB00032,Menotropins,23,0,6,0,4
25-29,Male,DB13446,Guar gum,53,0,21,0,13
25-29,Male,DB00264,Metoprolol,72,9,25,7,19
25-29,Male,DB00554,Piroxicam,36,0,40,0,15
25-29,Male,DB00859,Penicillamine,260,0,17,0,13
25-29,Male,DB00209,Trospium,19,8,7,2,4
25-29,Male,DB01080,Vigabatrin,463,0,21,0,19
25-29,Male,DB00934,Maprotiline,113,0,26,0,21
25-29,Male,DB00910,Paricalcitol,443,0,17,0,16
25-29,Male,DB09242,Moxonidine,158,0,6,0,5
25-29,Male,DB00512,Vancomycin,50,0,7,0,7
25-29,Male,DB00998,Frovatriptan,157,2,45,2,35
25-29,Male,DB01195,Flecainide,579,1,84,1,61
25-29,Male,DB00544,Fluorouracil,6,0,21,0,3
25-29,Male,DB01590,Everolimus,976,0,23,0,23
25-29,Male,DB06605,Apixaban,30,0,8,0,7
25-29,Male,DB00568,Cinnarizine,97,0,59,0,31
25-29,Male,DB06643,Denosumab,8,0,7,0,4
25-29,Male,DB13732,Meglumine antimoniate,7,0,8,0,3
25-29,Male,DB01235,Levodopa,301,36,22,1,20
25-29,Male,DB00413,Pramipexole,130,0,28,0,21
25-29,Male,DB05679,Ustekinumab,23,0,10,0,7
25-29,Male,DB08897,Aclidinium,199,0,27,0,22
25-29,Male,DB08813,Nadroparin,61,0,40,0,24
25-29,Male,DB00831,Trifluoperazine,484,1,36,1,32
25-29,Male,DB00545,Pyridostigmine,384,32,28,4,18
25-29,Male,DB00481,Raloxifene,105,0,35,0,30
25-29,Male,DB05541,Brivaracetam,437,0,35,0,29
25-29,Male,DB01148,Flavoxate,10,0,9,0,6
25-29,Male,DB00986,Glycopyrronium,170,0,27,0,25
25-29,Male,DB00205,Pyrimethamine,165,0,21,0,21
25-29,Male,DB00359,Sulfadiazine,85,0,13,0,11
25-29,Male,DB00700,Eplerenone,1258,3,39,2,37
25-29,Male,DB09389,Norgestrel,358,0,22,0,22
25-29,Male,DB01436,Alfacalcidol,154,0,3,0,3
25-29,Male,DB11705,Iomeprol,4,0,2,0,1
25-29,Male,DB00375,Colestipol,62,14,9,2,9
25-29,Male,DB08882,Linagliptin,221,0,6,0,6
25-29,Male,DB00367,Levonorgestrel,43,0,9,0,8
25-29,Male,DB00716,Nedocromil,93,0,20,0,14
25-29,Male,DB00396,Progesterone,80,0,22,0,16
25-29,Male,DB00085,Pancrelipase,329,0,42,0,26
25-29,Male,DB00104,Octreotide,42,0,10,0,8
25-29,Male,DB00095,Efalizumab,24,0,15,0,10
25-29,Male,DB01085,Pilocarpine,1,0,6,0,1
25-29,Male,DB00881,Quinapril,172,0,27,0,23
25-29,Male,DB00897,Triazolam,26,1,12,1,9
25-29,Male,DB01344,Tolevamer,436,0,27,0,25
25-29,Male,DB09019,Bromhexine,22,0,14,0,11
25-29,Male,DB09083,Ivabradine,515,0,32,0,22
25-29,Male,DB00598,Labetalol,304,1,12,1,10
25-29,Male,DB11596,Levoleucovorin,89,0,21,0,14
25-29,Male,DB00208,Ticlopidine,61,0,4,0,4
25-29,Male,DB00876,Eprosartan,219,0,34,0,25
25-29,Male,DB01393,Bezafibrate,148,0,24,0,15
25-29,Male,DB00333,Methadone,65,0,15,0,11
25-29,Male,DB01406,Danazol,76,0,9,0,6
25-29,Male,DB01082,Streptomycin,49,0,4,0,4
25-29,Male,DB09110,Coenzyme M,129,0,8,0,8
25-29,Male,DB00961,Mepivacaine,31,0,11,0,8
25-29,Male,DB01408,Bambuterol,8,0,1,0,1
25-29,Male,DB00434,Cyproheptadine,220,0,19,0,12
25-29,Male,DB00717,Norethisterone,39,0,12,0,11
25-29,Male,DB01054,Nitrendipine,54,0,13,0,12
25-29,Male,DB13510,Buflomedil,70,0,25,0,17
25-29,Male,DB09070,Tibolone,18,0,12,0,12
25-29,Male,DB13401,Metildigoxin,6,0,2,0,2
25-29,Male,DB04854,Febuxostat,475,0,17,0,13
25-29,Male,DB13803,Xipamide,21,0,4,0,3
25-29,Male,DB00952,Naratriptan,20,0,13,0,11
25-29,Male,DB01064,Isoprenaline,41,0,3,0,2
25-29,Male,DB00519,Trandolapril,93,0,8,0,8
25-29,Male,DB01128,Bicalutamide,17,0,10,0,8
25-29,Male,DB01067,Glipizide,127,0,8,0,4
