ATC	Name	DrugBankID	ChemicalSubgroups	PharmacologicalSubgroup	TherapeuticSubgroup	Dispensations	WomenDispensations	MenDispensations	NameSource	IDSource
D07AC09	Budesonide	DB01222	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	101	59	42	DrugBank	DrugBank
D07AC10	Diflorasone	DB00223	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	1034	657	377	DrugBank	DrugBank
D07AC12	Halometasone	DB13728	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	118	62	56	WHOCC	DrugBankWeb
D07AC13	Mometasone	DB00764	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	219193	126880	92313	DrugBank	DrugBank
D07AC14	Methylprednisolone aceponate	DB00959	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	780262	472881	307381	DrugBank-corrected	DrugBank
D07AC15	Beclometasone	DB00394	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	151247	91400	59847	DrugBank-corrected	DrugBank
D07AC16	Hydrocortisone aceponate	DB00741	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	142179	88494	53685	DrugBank-corrected	DrugBank
D07AC17	Fluticasone	DB13867	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	22759	13604	9155	DrugBank	DrugBank
D07AC18	Prednicarbate	DB01130	Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	464659	276656	188003	DrugBank	DrugBank
D07AC91			Corticosteroids, potent (group III)	Corticosteroids, plain	Corticosteroids, dermatological preparations	1008	573	435		
D07AD01	Clobetasol	DB11750	Corticosteroids, very potent (group IV)	Corticosteroids, plain	Corticosteroids, dermatological preparations	223176	131626	91550	DrugBank	DrugBank
D07AD02	Halcinonide	DB06786	Corticosteroids, very potent (group IV)	Corticosteroids, plain	Corticosteroids, dermatological preparations	494	271	223	DrugBank	DrugBank
D07BC04	Diflucortolone and antiseptics	DB09095	Corticosteroids, potent, combinations with antiseptics	Corticosteroids, combinations with antiseptics	Corticosteroids, dermatological preparations	1	0	1	DrugBank-corrected	DrugBank
D07BC91			Corticosteroids, potent, combinations with antiseptics	Corticosteroids, combinations with antiseptics	Corticosteroids, dermatological preparations	58125	32687	25438		
D07CA01	Hydrocortisone and antibiotics	DB00741	Corticosteroids, weak, combinations with antibiotics	Corticosteroids, combinations with antibiotics	Corticosteroids, dermatological preparations	1	1	0	DrugBank-corrected	DrugBank
D07CB01	Triamcinolone and antibiotics	DB00620	Corticosteroids, moderately potent, combinations with antibiotics	Corticosteroids, combinations with antibiotics	Corticosteroids, dermatological preparations	1	1	0	DrugBank-corrected	DrugBank
D07XA01	Hydrocortisone	DB00741	Corticosteroids, weak, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	1	0	1	DrugBank	DrugBank
D07XB01	Flumethasone	DB00663	Corticosteroids, moderately potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	1776	856	920	DrugBank	DrugBank
D07XB02	Triamcinolone	DB00620	Corticosteroids, moderately potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	3123	2022	1101	DrugBank	DrugBank
D07XB04	Fluorometholonee	DB00324	Corticosteroids, moderately potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	149	75	74	DrugBank-corrected	DrugBank
D07XB05	Dexamethasone	DB01234	Corticosteroids, moderately potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	4	3	1	DrugBank	DrugBank
D07XC01	Betamethasone	DB00443	Corticosteroids, potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	79133	41878	37255	DrugBank	DrugBank
D07XC03	Mometasone	DB00764	Corticosteroids, potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	19038	9387	9651	DrugBank	DrugBank
D07XC91			Corticosteroids, potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	1	0	1		
D07XC93			Corticosteroids, potent, other combinations	Corticosteroids, other combinations	Corticosteroids, dermatological preparations	971	481	490		
D09AX91			Soft paraffin dressings	Medicated dressings	Medicated dressings	1	1	0		
D10AF01	Clindamycin	DB01190	Antiinfectives for treatment of acne	Anti-acne preparations for topical use	Anti-acne preparations	89796	51505	38291	DrugBank	DrugBank
D10AF02	Erythromycin	DB00199	Antiinfectives for treatment of acne	Anti-acne preparations for topical use	Anti-acne preparations	81483	45975	35508	DrugBank	DrugBank
D10BA01	Isotretinoin	DB00982	Retinoids for treatment of acne	Anti-acne preparations for systemic use	Anti-acne preparations	13804	6702	7102	DrugBank	DrugBank
D11AH01	Tacrolimus	DB00864	Agents for dermatitis, excluding corticosteroids	Other dermatological preparations	Other dermatological preparations	46920	27316	19604	DrugBank	DrugBank
D11AH02	Pimecrolimus	DB00337	Agents for dermatitis, excluding corticosteroids	Other dermatological preparations	Other dermatological preparations	50567	28368	22199	DrugBank	DrugBank
D11AH04	Alitretinoin	DB00523	Agents for dermatitis, excluding corticosteroids	Other dermatological preparations	Other dermatological preparations	63	32	31	DrugBank	DrugBank
D11AX18	Diclofenac	DB00586	Other dermatologicals	Other dermatological preparations	Other dermatological preparations	27410	9005	18405	DrugBank	DrugBank
G01AA10	Clindamycin	DB01190	Antibiotics	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	101120	100690	430	DrugBank	DrugBank
G01AA91			Antibiotics	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	910	889	21		
G01AC05	Dequalinium	DB04209	Quinoline derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	34165	34160	5	DrugBank	DrugBank
G01AF01	Metronidazole	DB00916	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	33420	33163	257	DrugBank	DrugBank
G01AF02	Clotrimazole	DB00257	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	412495	391557	20938	DrugBank	DrugBank
G01AF04	Miconazole	DB01110	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	46102	41796	4306	DrugBank	DrugBank
G01AF05	Econazole	DB01127	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	20	19	1	DrugBank	DrugBank
G01AF08	Tioconazole	DB01007	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	1	1	0	DrugBank	DrugBank
G01AF11	Ketoconazole	DB01026	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	26377	26095	282	DrugBank	DrugBank
G01AF12	Fenticonazole	DB13434	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	126929	126157	772	WHOCC	DrugBankWeb
G01AF17	Oxiconazole	DB00239	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	1	1	0	DrugBank	DrugBank
G01AF18	Flutrimazole	DB13425	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	1620	1500	120	WHOCC	DrugBankWeb
G01AF19	Sertaconazole	DB01153	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	29464	27960	1504	DrugBank	DrugBank
G01AF20	Combinations of imidazole derivatives	DB00239	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB00639	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB00916	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB01026	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB01127	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB01153	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AF20	Combinations of imidazole derivatives	DB08943	Imidazole derivatives	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	53332	52842	490	DrugBank-corrected	DrugBank
G01AX12	Ciclopirox	DB01188	Other antiinfectives and antiseptics	Antiinfectives and antiseptics, excl. combinations with corticosteroids	Gynecological antiinfectives and antiseptics	6257	5574	683	DrugBank	DrugBank
G01BA91			Antibiotics and corticosteroids	Antiinfectives/antiseptics in combination with corticorsteroids	Gynecological antiinfectives and antiseptics	287	285	2		
G02AB01	Methylergometrine	DB00353	Ergot alkaloids	Uterotonics	Other gynecologicals	8944	8866	78	DrugBank	DrugBank
G02CA01	Ritodrine	DB00867	Sympathomimetics, labour repressants	Other gynecologicals	Other gynecologicals	955	950	5	DrugBank	DrugBank
G02CB01	Bromocriptine	DB01200	Prolactine inhibitors	Other gynecologicals	Other gynecologicals	3833	3615	218	DrugBank	DrugBank
G02CB02	Lisuride	DB00589	Prolactine inhibitors	Other gynecologicals	Other gynecologicals	67	51	16	DrugBank	DrugBank
G02CB03	Cabergoline	DB00248	Prolactine inhibitors	Other gynecologicals	Other gynecologicals	27487	26257	1230	DrugBank	DrugBank
G02CB04	Quinagolide	DB09097	Prolactine inhibitors	Other gynecologicals	Other gynecologicals	179	156	23	DrugBank	DrugBank
G02CC03	Benzydamine	DB09084	Antiinflammatory products for vaginal administration	Other gynecologicals	Other gynecologicals	8123	7734	389	DrugBank	DrugBank
G02CC91			Antiinflammatory products for vaginal administration	Other gynecologicals	Other gynecologicals	2769	2605	164		
G03AA07	Levonorgestrel and ethinylestradiol	DB00367	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	131839	131580	259	DrugBank-corrected	DrugBank
G03AA07	Levonorgestrel and ethinylestradiol	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	131839	131580	259	DrugBank-corrected	DrugBank
G03AA09	Desogestrel and ethinylestradiol	DB00304	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	2359	2358	1	DrugBank-corrected	DrugBank
G03AA09	Desogestrel and ethinylestradiol	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	2359	2358	1	DrugBank-corrected	DrugBank
G03AA10	Gestodene and ethinylestradiol	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	125	125	0	DrugBank-corrected	DrugBank
G03AA10	Gestodene and ethinylestradiol	DB06730	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	125	125	0	DrugBank-corrected	DrugBank
G03AA11	Norgestimate	DB00957	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	11597	11594	3	DrugBank	DrugBank
G03AA11	Norgestimate	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	11597	11594	3	DrugBank	DrugBank
G03AA12	Drospirenone and ethinylestradiol	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	60574	60458	116	DrugBank-corrected	DrugBank
G03AA12	Drospirenone and ethinylestradiol	DB01395	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	60574	60458	116	DrugBank-corrected	DrugBank
G03AA16	Dienogest and ethinylestradiol	DB00977	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	31923	31911	12	DrugBank-corrected	DrugBank
G03AA16	Dienogest and ethinylestradiol	DB09123	Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	31923	31911	12	DrugBank-corrected	DrugBank
G03AA91			Progestogens and estrogens, fixed combinations	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	1	1	0		
G03AC03	Levonorgestrel	DB00367	Progestogens	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	398	397	1	DrugBank	DrugBank
G03AC08	Etonogestrel	DB00294	Progestogens	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	20541	20535	6	DrugBank	DrugBank
G03AC09	Desogestrel	DB00304	Progestogens	Hormonal contraceptives for systemic use	Sex hormones and modulators of the genital system	115180	114620	560	DrugBank	DrugBank
G03BA03	Testosterone	DB00624	3-oxoandrosten (4) derivatives	Androgens	Sex hormones and modulators of the genital system	12828	1252	11576	DrugBank	DrugBank
G03BB01	Mesterolone	DB13587	5-androstanon (3) derivatives	Androgens	Sex hormones and modulators of the genital system	523	58	465	DrugBank	DrugBank
G03CA03	Estradiol	DB00783	Natural and semisynthetic estrogens, plain	Estrogens	Sex hormones and modulators of the genital system	12114	11542	572	DrugBank	DrugBank
G03CA04	Estriol	DB04573	Natural and semisynthetic estrogens, plain	Estrogens	Sex hormones and modulators of the genital system	19725	19178	547	DrugBank	DrugBank
G03CA09	Promestriene	DB12487	Natural and semisynthetic estrogens, plain	Estrogens	Sex hormones and modulators of the genital system	136937	132312	4625	DrugBank	DrugBank
G03CA57	Conjugated estrogens	DB00286	Natural and semisynthetic estrogens, plain	Estrogens	Sex hormones and modulators of the genital system	1284	1174	110	DrugBank	DrugBank
G03CC07	Conjugated estrogens and bazedoxifene	DB00286	Estrogens, combinations with other drugs	Estrogens	Sex hormones and modulators of the genital system	529	529	0	DrugBank-corrected	DrugBank
G03CC07	Conjugated estrogens and bazedoxifene	DB06401	Estrogens, combinations with other drugs	Estrogens	Sex hormones and modulators of the genital system	529	529	0	DrugBank-corrected	DrugBank
G03CX01	Tibolone	DB09070	Other estrogens	Estrogens	Sex hormones and modulators of the genital system	15673	14957	716	DrugBank	DrugBank
