Rankp	Strength	Npats	Co-disp. length	Drug.1	Drug.2	RRi.fem	Severity
(1321,171)	0.13	   363	2.09+-2.64	Bisoprolol	Rifampicin	0.43	Moderate
(1581,9848)	0.21	   144	4.97+-9.21	Atomoxetine	Fluoxetine	0.72	Major
(1651,177)	0.21	     8	2.12+-1.36	Naltrexone	Fentanyl	0.56	Major
(1296,672)	0.1	  1000	2.23+-4.12	Enalapril	Rifampicin	0.56	None
(1726,2432)	0.13	     6	1.33+-0.52	Terbutaline	Doxepin	4.65	Moderate
(1195,236)	0.24	  3150	8.56+-11.41	Atenolol	Glyburide	0.83	Moderate
(1753,132)	0.08	    25	1.2+-0.65	Telithromycin	Acenocoumarol	1.01	None
(1622,1724)	0.19	    63	3.59+-6.22	Atomoxetine	Paroxetine	0.65	Major
(1303,73)	0.34	  2690	12.59+-13.96	Donepezil	Sertraline	2.56	Minor
(1565,3)	0.17	     5	1.2+-0.45	Dihydroergotamine	Josamycin	3.72	None
(1073,22)	0.5	     1	1+-NA	Ranitidine	Procainamide	Inf	Moderate
(1409,624)	0.14	 22193	5.76+-10.97	Acetylsalicylic acid	Acenocoumarol	0.56	None
(1750,237)	0.33	    29	6.86+-10.7	Fluvoxamine	Phenytoin	0.24	Moderate
(1342,755)	0.52	  1783	1.17+-1.55	Methylprednisolone aceponate	Clarithromycin	1.37	Major
(1682,10)	0.11	     7	7.14+-9.12	Perindopril	Lithium	0.7	Moderate
(1374,1180)	0.23	  4015	14.62+-20.59	Carbamazepine	Simvastatin	1.18	Moderate
(1327,132)	0.26	  4869	11.99+-18.58	Phenytoin	Omeprazole	0.81	Moderate
(1064,107)	0.15	    13	10.77+-22.08	Ethinylestradiol	Phenobarbital	Inf	Major
(1313,110)	0.11	  1243	1.18+-0.59	Clarithromycin	Quetiapine	1.71	Major
(1094,988)	0.06	     2	1+-0	Dihydroergotamine	Telithromycin	Inf	Major
(1449,367)	0.24	   301	10.89+-16.45	Carbamazepine	Aripiprazole	0.86	Moderate
(1485,707)	0.34	  8863	17.32+-22.71	Diltiazem	Atorvastatin	0.61	Moderate
(1155,675)	0.37	     2	5+-0	Galantamine	Flavoxate	Inf	Moderate
(1771,7401)	0.11	    17	2.53+-2.94	Lidocaine	Nadolol	2.23	Moderate
(1144,175)	0.5	     1	1+-NA	Norethisterone	Rifampicin	Inf	Major
(1236,277)	0.2	    28	1.71+-1.36	Tacrolimus	Rifampicin	0.52	Major
(1065,221)	0.17	   283	2.87+-4.46	Ibandronate	Ferrous glycine sulfate	7.29	Moderate
(1486,4)	0.08	     1	3+-NA	Clonidine	Doxepin	0	Major
(1393,28)	0.12	 21883	3.2+-5.95	Torasemide	Ibuprofen	1.83	Moderate
(1138,475)	0.19	    18	2.83+-2.77	Lisinopril	Drospirenone	Inf	Moderate
(1145,50)	0.45	     1	15+-NA	Conjugated estrogens	Phenobarbital	Inf	Moderate
(1201,351)	0.44	    30	20.47+-21.87	Prazosin	Nadolol	0.81	Moderate
(1653,516)	0.05	     7	1.57+-1.13	Trospium	Fexofenadine	2.32	None
(1325,7)	0.52	  4550	3.25+-4.92	Trimethoprim	Leucovorin	0.47	Major
(1085,18)	0.15	   255	1.62+-1.53	Itraconazole	Solifenacin	1.46	Major
(1547,3)	0.03	     1	1+-NA	Imatinib	Atorvastatin	Inf	Moderate
(1214,71)	0.26	    31	10.77+-12.9	Trospium	Galantamine	1.47	Moderate
(1408,866)	0.18	    27	6.67+-7.66	Trihexyphenidyl	Rivastigmine	0.86	Moderate
(1608,969)	0.06	    21	1.62+-1.43	Rifamycin	Simvastatin	0.7	None
(1158,379)	0.09	  1131	1.45+-1.61	Metoclopramide	Levodopa	1.53	Moderate
(1592,2)	0.32	   393	2.23+-4.1	Ergotamine	Rizatriptan	3.13	Major
(1769,1)	0.14	    40	5.92+-10.83	Piroxicam	Methotrexate	1.39	Major
(1405,1)	0.21	   263	8.67+-18.41	Verapamil	Carvedilol	0.95	Major
(1506,1)	0.14	    26	1.19+-0.69	Erythromycin	Felodipine	0.8	Moderate
(1472,1)	0.18	   568	2.82+-4.96	Indomethacin	Propranolol	1.48	Moderate
(1125,2)	0.1	   576	1.27+-0.72	Dextromethorphan	Memantine	2.89	Minor
(1666,1)	0.02	     1	1+-NA	Medroxyprogesterone acetate	Primidone	Inf	Moderate
(1308,9)	0.25	     2	11+-9.9	Trospium	Zuclopenthixol	Inf	None
(1208,2)	0.11	   774	1.27+-1.22	Clarithromycin	Solifenacin	1.22	Major
(1437,3)	0.18	    10	4.6+-6.11	Donepezil	Pimozide	1.39	Moderate
(1185,6)	0.2	   134	1.01+-0.12	Tetracycline	Ethinylestradiol	Inf	None
(1596,1)	0.17	  2260	9.57+-14.07	Acetylsalicylic acid	Insulin Glulisine	0.63	Moderate
(1643,2)	0.26	    33	5.94+-12.2	Ziprasidone	Chlorpromazine	0.46	Major
(1448,13)	0.26	   142	7.46+-13.27	Propranolol	Hydralazine	1.17	Minor
(1594,1)	0.32	     5	1.6+-1.34	Methadone	Rifampicin	0	Major
(1165,1)	0.14	     4	4.75+-5.19	Telmisartan	Drospirenone	Inf	Moderate
(1527,1)	0.08	     3	1.67+-0.58	Fludrocortisone	Primidone	0.46	Moderate
(1183,2)	0.02	     2	1+-0	Indomethacin	Oxprenolol	Inf	None
(1156,3)	0.18	    25	2.12+-3.66	Ketoconazole	Solifenacin	0.73	Major
(1450,3)	0.22	   363	8.86+-12.31	Fludrocortisone	Acetylsalicylic acid	0.66	Moderate
(1683,1)	0.2	   463	5.19+-7	Trazodone	Warfarin	1.1	Minor
(1766,1)	0.15	   531	3.82+-5.78	Topiramate	Ethinylestradiol	492.62	Moderate
(1339,11)	0.34	     6	16+-13.16	Trihexyphenidyl	Galantamine	0.93	Moderate
(1139,8)	0.32	     4	1.5+-0.58	Captopril	Drospirenone	Inf	Moderate
(1223,2)	0.16	    91	1.67+-2.22	Warfarin	Dexamethasone	0.7	Moderate
(1283,4)	0.25	  4401	7.16+-7.76	Digoxin	Levothyroxine	2.93	Moderate
(1306,2)	0.16	     8	3.12+-4.09	Cimetidine	Donepezil	0.56	Moderate
(1525,12)	0.24	    44	3.14+-4.91	Cimetidine	Diazepam	1.63	Moderate
(1454,15)	0.33	    16	7.38+-12.94	Clozapine	Bromazepam	0.42	None
(1625,2)	0.13	    11	4.91+-2.7	Rifamycin	Tacrolimus	1.12	None
(1606,1)	0.18	   124	2.43+-3.3	Dihydroergotamine	Nitroglycerin	1.47	Moderate
(1305,2)	0.28	    12	9.92+-13.28	Prazosin	Carvedilol	0.46	Moderate
(1275,1)	0.04	     1	1+-NA	Phenytoin	Chlordiazepoxide	Inf	Moderate
(1467,1)	0.1	   447	3.01+-8.05	Tizanidine	Lisinopril	1.19	Major
(1204,4)	0.33	     1	1+-NA	Phenylephrine	Nortriptyline	Inf	Major
(1580,1)	0.24	    13	5.23+-3.61	Ramipril	Drospirenone	Inf	Moderate
(1273,1)	0.13	   500	1.19+-0.85	Tizanidine	Ethinylestradiol	Inf	Major
(1386,3)	0.12	 49297	3.66+-7.8	Prednisone	Acetylsalicylic acid	0.77	Moderate
(1615,2)	0.26	    10	4+-4.78	Ticlopidine	Theophylline	0.93	Moderate
(1368,3)	0.2	   119	6.1+-11.4	Carbamazepine	Verapamil	1.33	Major
(1571,2)	0.14	  2693	1.52+-1.77	Alprazolam	Itraconazole	2.55	Major
(1335,2)	0.31	  1788	10.49+-12.17	Digoxin	Verapamil	1.4	Moderate
(1633,2)	0.16	   115	3.06+-6.61	Sucralfate	Ibandronate	9.76	Moderate
(1312,2)	0.03	    16	1.25+-0.77	Clarithromycin	Everolimus	1.55	Major
(1309,2)	0.18	     2	1+-0	Epinephrine	Doxepin	Inf	Major
(1462,1)	0.19	    37	6.68+-11.77	Digoxin	Sulfasalazine	0.63	Moderate
(1479,46)	0.12	   265	1.37+-1.16	Fluconazole	Carbamazepine	1.64	Moderate
(1426,11)	0.35	   268	21.33+-28.11	Phenytoin	Topiramate	0.6	Moderate
(1423,1)	0.2	    21	4.05+-5.84	Fluvoxamine	Ergotamine	2.32	Major
(1745,1)	0.38	     3	9+-11.36	Fluvoxamine	Naratriptan	Inf	Major
(1380,1)	0.13	     6	1.83+-1.33	Trospium	Imipramine	0.93	Moderate
(1432,2)	0.16	   275	4.41+-6.05	Digoxin	Methotrexate	1.76	Moderate
(1676,1)	0.07	    10	3.2+-2.66	Rifamycin	Atorvastatin	0.93	Moderate
(1661,3)	0.24	   702	14.97+-22.9	Cyclosporine	Simvastatin	0.71	Major
(1600,6)	0.16	    18	2.94+-2.29	Warfarin	Isoniazid	0.36	Moderate
(1629,1)	0.02	     1	1+-NA	Mitotane	Acenocoumarol	Inf	None
(1266,2)	0.23	   236	9.24+-16.17	Gemfibrozil	Ursodeoxycholic acid	0.68	None
(1665,16)	0.28	    76	14.76+-23.68	Cyclosporine	Diltiazem	0.71	Moderate
(1349,868)	0.17	    84	1.99+-3.28	Tizanidine	Norethisterone	Inf	Major
(1523,3)	0.08	   124	2.19+-3.16	Celecoxib	Lithium	2.27	Major
(1474,3)	0.16	   253	3.74+-5.57	Dihydroergotamine	Atenolol	2.43	Moderate
(1451,5)	0.2	    60	5.02+-6.05	Ranolazine	Digoxin	0.4	Moderate
(1403,1)	0.14	    83	4.83+-7.44	Cyclosporine	Colchicine	0.3	Major
(1269,1)	1	     3	1+-0	Ceftazidime	Gentamicin	Inf	Moderate
(1612,1)	0.44	     4	1.25+-0.5	Norethisterone	Primidone	2.79	None
(1740,2)	0.25	   658	16.85+-20.66	Cyclosporine	Allopurinol	0.31	Moderate
(1693,1)	0.5	     3	1.33+-0.58	Theophylline	Cimetidine	0	Moderate
(1493,3)	0.22	   467	6.45+-12.84	Diltiazem	Propranolol	1.22	Major
(1385,2)	0.07	    45	1.07+-0.33	Ceftriaxone	Acenocoumarol	0.68	None
(1711,1)	0.16	   245	4.08+-5.71	Glimepiride	Glucosamine	1.14	None
(1334,3)	0.53	     2	2+-0	Methadone	Cimetidine	Inf	Moderate
(1688,1)	0.11	    14	4.79+-5.89	Warfarin	Disulfiram	0.15	Moderate
(1371,2)	0.15	     7	8+-10.65	Modafinil	Ethinylestradiol	Inf	Moderate
(1353,5)	0.26	  2482	11.76+-16.98	Sertraline	Carvedilol	1.37	Moderate
(1743,2)	0.18	    22	5.45+-6.84	Verapamil	Primidone	2.48	Moderate
(1363,37)	0.4	     3	1+-0	Morphine	Cimetidine	Inf	Moderate
(1549,1)	0.24	 10373	9.39+-12.42	Citalopram	Acenocoumarol	1.62	None
(1447,1)	0.26	   212	7.38+-12.23	Duloxetine	Nortriptyline	2.72	Major
(1347,2)	0.13	     2	1+-0	Atenolol	Isoprenaline	Inf	Moderate
(1737,3)	0.17	    12	8.5+-13.38	Labetalol	Repaglinide	0.93	Moderate
(1735,1)	0.17	    15	4.53+-7.58	Cimetidine	Clonazepam	1.39	Moderate
(1780,1)	0.09	    10	1.8+-1.03	Cyclosporine	Nabumetone	0.62	Moderate
(1723,1)	0.2	    87	4.6+-6.67	Trospium	Amitriptyline	4.12	Moderate
(1618,2)	0.1	  1699	3.17+-6.88	Indomethacin	Atenolol	0.6	Moderate
(1455,1)	0.21	     8	3.88+-5.84	Theophylline	Sotalol	0.93	Major
(1499,1)	0.09	  1144	1.27+-0.85	Erythromycin	Citalopram	3.21	Major
(1366,2)	0.06	   490	1.47+-1.35	Itraconazole	Acenocoumarol	0.81	None
(1429,3)	0.44	     2	9.5+-0.71	Metoprolol	Clonidine	Inf	Major
(1354,2)	0.03	     1	1+-NA	Bleomycin	Digoxin	Inf	Moderate
(1421,4)	0.12	     1	2+-NA	Atomoxetine	Perphenazine	Inf	Moderate
(1343,1)	0.22	   272	9.43+-14.92	Amitriptyline	Rasagiline	0.83	Major
(1348,1)	0.11	     1	1+-NA	Griseofulvin	Ethinylestradiol	Inf	Major
(1372,3)	0.07	     2	1.5+-0.71	Formoterol	Oxprenolol	Inf	None
(1536,64)	0.11	 14846	1.53+-1.56	Omeprazole	Itraconazole	1.55	Moderate
(1699,150)	0.23	    98	5.82+-8.99	Warfarin	Methimazole	1.19	Moderate
(1610,1)	0.15	    49	2.18+-3.57	Piroxicam	Acenocoumarol	0.76	None
(1443,1)	0.28	  3176	15.15+-21.03	Mesalazine	Azathioprine	0.78	Moderate
(1681,2)	0.14	     3	4.67+-6.35	Dihydroergotamine	Isosorbide dinitrate	0.46	Moderate
(1700,1)	0.15	    21	8.62+-19.55	Cyclosporine	Methylphenidate	1.24	Minor
(1742,1)	0.06	     1	1+-NA	Fluconazole	Quazepam	Inf	None
(1692,76)	0.27	    45	1.2+-0.59	Erythromycin	Colchicine	0.74	Major
(1508,4)	0.08	     3	3+-3.46	Phenytoin	Levonorgestrel	Inf	Major
(1635,4)	0.09	     7	3.57+-5.09	Cyclosporine	Primidone	1.24	Moderate
(1575,1)	0.16	     7	1.57+-0.79	Imipramine	Rifampicin	0.37	Minor
(1417,14)	0.25	  1517	10.25+-15.33	Carvedilol	Escitalopram	1.06	None
(1494,2)	0.15	    15	1.07+-0.26	Theophylline	Ethinylestradiol	Inf	None
(1628,2)	0.12	    37	7.03+-17.67	Tizanidine	Donepezil	2.51	Moderate
(1539,1)	0.13	    31	2.03+-1.85	Lovastatin	Rifampicin	1.47	Major
(1733,1)	0.17	     2	1+-0	Piroxicam	Labetalol	0.93	Moderate
(1570,1)	0.18	 47811	7.47+-13.05	Omeprazole	Clonazepam	1.51	Moderate
(1731,2)	0.29	   100	1.57+-3.42	Minocycline	Ferrous glycine sulfate	3.72	Moderate
(1690,2)	0.02	     2	1+-0	Erythromycin	Sirolimus	0.93	Major
(1519,5)	0.14	   955	1.52+-1.97	Dexamethasone	Acenocoumarol	0.62	None
(1640,1)	0.22	    29	1.07+-0.26	Famotidine	Itraconazole	0.66	Moderate
(1599,1)	0.54	   559	1.02+-0.19	Itraconazole	Clarithromycin	1.58	Moderate
(1501,2)	0.2	  2432	9.4+-12.78	Gemfibrozil	Acenocoumarol	0.5	None
(1748,1)	0.07	  1164	1.32+-1.47	Fluconazole	Acenocoumarol	0.93	None
(1709,28)	0.13	    46	5.02+-13.19	Tizanidine	Perindopril	1.11	Major
(1603,5)	0.03	     1	1+-NA	Chlorpropamide	Rifampicin	Inf	Moderate
(1616,4)	0.26	   150	10.14+-13.77	Metoprolol	Glyburide	0.62	Moderate
(1756,84)	0.15	    16	3.38+-3.98	Fluvoxamine	Dihydroergotamine	1.55	Major
(1457,500)	0.2	    54	5.06+-6.26	Repaglinide	Nadolol	0.8	Moderate
(1548,3)	0.17	   177	6.25+-7.6	Warfarin	Gemfibrozil	0.43	Major
(1572,1)	0.12	  3465	3.96+-7.5	Atorvastatin	Colchicine	0.19	Major
(1724,1)	0.36	    62	10.81+-12.14	Ziprasidone	Donepezil	1.47	Moderate
(1556,1)	0.51	     2	1+-0	Prednisolone	Estriol	Inf	None
(1574,2)	0.04	     2	1+-0	Trifluoperazine	Donepezil	Inf	Moderate
(1514,1)	0.12	     3	1+-0	Griseofulvin	Medroxyprogesterone acetate	Inf	Major
(1704,18)	0.07	   302	1.19+-0.83	Atorvastatin	Josamycin	1.25	None
(1500,7)	1	     1	1+-NA	Meperidine	Chlorpromazine	Inf	Major
(1626,134)	0.06	     3	1+-0	Tizanidine	Cilazapril	Inf	None
(1495,70)	0.08	     1	1+-NA	Meperidine	Galantamine	Inf	None
(1498,9)	0.07	     2	3+-2.83	Rizatriptan	Moclobemide	0.93	None
(1604,3)	0.14	     1	7+-NA	Atomoxetine	Rasagiline	Inf	Moderate
(1760,3)	0.13	  3423	1.33+-1.7	Prednisone	Ethinylestradiol	635.38	Moderate
(1758,1)	0.1	   899	2.35+-4.56	Indomethacin	Acenocoumarol	0.51	None
(1561,2)	0.09	 10740	2.92+-5.28	Ibuprofen	Carvedilol	0.84	Moderate
(1687,2)	0.09	     5	1.2+-0.45	Epinephrine	Nadolol	Inf	Major
(1680,1)	0.22	   353	10.75+-20.22	Atorvastatin	Bezafibrate	0.56	None
(1698,6)	0.1	  1907	2.21+-3.49	Warfarin	Ibuprofen	0.88	Major
(1752,2)	0.17	  3603	8.26+-14.61	Omeprazole	Flurazepam	1.77	Moderate
(1686,1)	0.25	    27	12.48+-13.35	Maprotiline	Rivastigmine	5.34	Moderate
(1673,1)	0.14	    21	4.9+-5.21	Naratriptan	Sertraline	3.95	Major
(1555,7)	0.32	    16	1.25+-1	Ampicillin	Ethinylestradiol	Inf	Moderate
(1677,20)	0.22	    12	1.92+-1.16	Olmesartan	Drospirenone	Inf	Moderate
(1664,2)	0.06	     1	1+-NA	Sucralfate	Clodronic acid	Inf	None
(1636,1)	0.06	     1	2+-NA	Perphenazine	Bromocriptine	Inf	Moderate
(1620,1)	0.24	     2	8.5+-2.12	Warfarin	Ethinylestradiol	Inf	Moderate
(1605,2)	0.12	    37	3.51+-4.63	Ethinylestradiol	Ursodeoxycholic acid	Inf	None
(1689,2)	0.14	     2	2.5+-0.71	Rifamycin	Bupropion	0.93	None
(1738,4)	0.23	     1	5+-NA	Galantamine	Doxepin	Inf	Moderate
(1778,2)	0.13	   205	2.39+-3.27	Piroxicam	Alendronic acid	10.28	None
(1655,4)	0.24	     1	4+-NA	Eprosartan	Drospirenone	Inf	Moderate
(1721,2)	0.02	     1	1+-NA	Warfarin	Flurbiprofen	Inf	Major
(1647,306)	0.17	   306	1.34+-0.98	Ethinylestradiol	Minocycline	Inf	Moderate
(1646,36)	0.16	    11	12.73+-23.19	Levonorgestrel	Phenobarbital	Inf	Major
(1772,48)	0.36	    91	2.09+-2.78	Dihydroergotamine	Almotriptan	3.52	Major
(1727,2)	0.7	     1	50+-NA	Disopyramide	Galantamine	Inf	Moderate
(1672,2)	0.15	    46	2.46+-2.71	Levonorgestrel	Carbamazepine	Inf	Major
(1718,13)	1	     1	1+-NA	Gentamicin	Cefoxitin	Inf	Moderate
(1746,27)	0.03	     2	1+-0	Disopyramide	Clarithromycin	Inf	Major
(1712,37)	0.4	     7	1.29+-0.76	Pseudoephedrine	Bromocriptine	Inf	Moderate
(1624,2)	0.23	    73	12.71+-18.65	Clomipramine	Rasagiline	1.78	Major
(1768,1)	0.08	     1	1+-NA	Tizanidine	Spirapril	Inf	None
(1741,2)	0.17	     3	2.67+-1.53	Primidone	Estriol	Inf	None
(1654,2)	1	     1	1+-NA	Bromocriptine	Josamycin	Inf	None
(1701,1)	0.14	    27	3.19+-5.03	Ethinylestradiol	Acenocoumarol	Inf	None
(1714,1)	0.09	     2	1+-0	Ethinylestradiol	Benzylpenicillin	Inf	Moderate
(1685,1)	0.05	     3	1.33+-0.58	Cilazapril	Lithium	Inf	None
(1747,1)	0.16	    48	1.5+-1.13	Ethinylestradiol	Rifampicin	Inf	Major
(1695,1)	0.19	    14	1.79+-2.94	Phenobarbital	Estriol	Inf	None
(1722,1)	0.17	    58	7.14+-8.13	Indapamide	Lithium	0.76	Major
(1775,1)	0.12	     2	1+-0	Quinapril	Drospirenone	Inf	Moderate
(1708,14)	0.05	     1	1+-NA	Sucralfate	Etidronic acid	Inf	None
(1782,4)	0.06	     2	1+-0	Methylergometrine	Almotriptan	Inf	None
(1703,1)	0.03	     2	1+-0	Verapamil	Oxprenolol	Inf	None
(1754,3)	0.3	     2	14+-15.56	Digoxin	Penicillamine	Inf	Moderate
(1729,2)	0.03	     1	1+-NA	Warfarin	Capecitabine	Inf	Major
